Country,Year,Sex,NCD_Mortality_Rate
Europe,2013,Male,750.00055
Africa,2007,Female,579.62512
Africa,2016,Male,801.40924
Africa,2019,Male,744.07513
South-East Asia,2010,Female,600.74939
Americas,2010,Female,384.81876
Eastern Mediterranean,2021,Male,645.74951
Americas,2015,Male,528.7168
South-East Asia,2012,Female,593.9906
Americas,2011,Female,273.51309
Europe,2003,Male,950.25745
Western Pacific,2015,Male,1158.3302
Europe,2002,Female,452.78522
Americas,2012,Male,459.15137
Europe,2017,Female,294.09048
Africa,2007,Female,365.30869
Western Pacific,2012,Male,418.32901
Europe,2005,Female,293.48422
Africa,2017,Male,594.23267
Europe,2021,Female,477.49127
Americas,2001,Male,475.65656
Africa,2005,Female,527.71436
Europe,2017,Female,269.34882
Eastern Mediterranean,2008,Male,628.78223
Africa,2007,Male,650.68945
Europe,2000,Male,1018.6004
Europe,2001,Female,432.13608
Western Pacific,2017,Female,833.88531
Europe,2018,Male,901.62671
Eastern Mediterranean,2002,Female,787.0896
Americas,2004,Male,915.18213
Eastern Mediterranean,2014,Female,342.37024
Africa,2010,Male,489.02902
Africa,2012,Female,589.98486
Eastern Mediterranean,2016,Male,569.15668
Europe,2017,Male,349.96655
South-East Asia,2013,Female,466.67346
Africa,2015,Male,1047.13062
Americas,2005,Male,536.24811
Eastern Mediterranean,2003,Male,338.3587
Western Pacific,2008,Male,878.0434
Europe,2002,Male,565.40784
Europe,2000,Male,597.96503
Europe,2002,Male,571.75635
Eastern Mediterranean,2011,Male,334.02579
Africa,2006,Female,743.98322
Africa,2018,Female,562.36682
Europe,2019,Female,241.39828
Europe,2002,Female,375.54745
Africa,2015,Female,723.44617
Western Pacific,2013,Female,177.70029
Eastern Mediterranean,2014,Male,494.24374
Africa,2008,Female,608.18988
Africa,2000,Female,581.5127
Africa,2014,Male,806.26282
Europe,2019,Male,898.95349
Europe,2006,Male,932.63507
Western Pacific,2015,Male,1275.05457
Europe,2013,Male,961.19073
Western Pacific,2021,Female,758.26672
Americas,2021,Male,506.29538
Europe,2018,Female,333.56009
Africa,2005,Male,658.03033
Americas,2014,Male,592.20966
Eastern Mediterranean,2005,Female,338.98749
Eastern Mediterranean,2009,Female,316.10062
Eastern Mediterranean,2019,Male,742.63409
Africa,2009,Female,747.81116
Western Pacific,2010,Male,814.74683
Americas,2019,Female,353.73093
Eastern Mediterranean,2020,Female,176.23497
Eastern Mediterranean,2005,Male,790.67615
Eastern Mediterranean,2013,Female,628.99744
Europe,2016,Female,516.50061
Africa,2009,Female,479.88629
Europe,2015,Male,818.50165
Africa,2013,Female,585.33307
Europe,2006,Female,565.60504
Africa,2001,Female,573.42413
Europe,2020,Female,215.86969
Africa,2005,Male,847.21777
Africa,2019,Female,571.04425
Americas,2001,Male,328.59219
Europe,2014,Female,297.57269
Eastern Mediterranean,2017,Male,693.10687
Europe,2015,Female,447.78839
Americas,2010,Male,537.97961
Africa,2021,Male,615.04718
Americas,2000,Male,535.39313
Western Pacific,2013,Male,826.46552
South-East Asia,2013,Female,459.13272
Eastern Mediterranean,2016,Female,522.18329
Africa,2014,Male,711.95685
Western Pacific,2019,Female,271.59628
Eastern Mediterranean,2000,Female,775.74609
Europe,2019,Male,896.70959
Africa,2004,Female,610.20074
Americas,2012,Female,376.15555
Europe,2019,Female,680.09961
Europe,2007,Male,473.23453
Africa,2016,Male,1052.0144
Africa,2020,Male,640.71265
Eastern Mediterranean,2001,Male,1177.40784
Europe,2008,Male,1047.79712
Africa,2020,Male,615.34106
Americas,2002,Male,600.82648
Africa,2011,Male,896.69476
Europe,2009,Male,865.12134
Eastern Mediterranean,2012,Female,712.0639
Europe,2020,Male,953.41931
Africa,2002,Female,619.22894
Europe,2001,Male,540.13159
Western Pacific,2000,Male,1190.72839
Europe,2018,Male,340.32309
Africa,2006,Female,574.25909
Europe,2007,Male,917.41394
Africa,2018,Male,764.77643
Eastern Mediterranean,2013,Female,955.45282
South-East Asia,2018,Male,579.40436
Americas,2011,Male,592.30267
Americas,2012,Male,530.3067
Americas,2005,Female,396.56024
Western Pacific,2015,Female,171.89404
Europe,2020,Male,607.99414
Europe,2012,Male,683.21906
Europe,2011,Female,300.55127
Africa,2000,Male,460.00583
Africa,2009,Female,597.47461
Africa,2016,Female,533.60919
Africa,2012,Female,635.45648
Europe,2000,Female,796.65686
Western Pacific,2013,Male,317.71161
Africa,2015,Female,589.08289
Americas,2017,Male,582.41705
Europe,2008,Female,461.00098
Europe,2014,Female,369.31876
Western Pacific,2017,Male,384.7659
Europe,2010,Female,385.41626
Americas,2009,Female,451.23669
Africa,2012,Female,438.11087
Europe,2004,Male,1356.04382
Eastern Mediterranean,2007,Female,666.10443
Africa,2020,Female,569.86029
Europe,2019,Male,851.00317
Europe,2021,Female,454.24094
South-East Asia,2014,Male,646.16333
Europe,2010,Female,561.01086
South-East Asia,2010,Male,665.1106
Eastern Mediterranean,2010,Female,499.3244
Africa,2020,Female,681.54657
Western Pacific,2017,Female,189.87732
South-East Asia,2019,Male,606.80383
Americas,2021,Female,398.89481
Americas,2009,Female,338.40958
Europe,2013,Male,412.19125
Americas,2014,Female,306.99966
Africa,2006,Male,784.22528
Europe,2009,Male,446.85092
Africa,2000,Female,714.1933
Eastern Mediterranean,2011,Male,889.0036
Africa,2013,Male,702.12115
Europe,2007,Female,363.4057
Europe,2021,Female,521.92462
Africa,2002,Female,762.7132
Africa,2014,Male,770.93915
Western Pacific,2004,Female,647.69183
Europe,2013,Male,852.29773
Europe,2003,Female,479.47818
Americas,2012,Female,519.66467
Eastern Mediterranean,2004,Female,623.68597
Europe,2008,Male,478.82095
Eastern Mediterranean,2013,Male,634.03497
Africa,2019,Female,588.1944
Europe,2018,Male,671.69208
Europe,2018,Male,456.24533
Americas,2015,Male,493.55832
Europe,2010,Female,475.24081
Western Pacific,2016,Male,556.32635
Africa,2001,Male,662.92407
Eastern Mediterranean,2012,Female,558.77716
Europe,2013,Female,288.28644
Americas,2020,Female,300.57361
Europe,2013,Female,411.68811
Africa,2001,Female,700.44098
Western Pacific,2011,Female,183.13535
Europe,2014,Male,393.14285
Western Pacific,2018,Female,710.76294
Americas,2006,Male,429.51801
Americas,2020,Female,308.44937
Europe,2005,Female,362.00809
Eastern Mediterranean,2012,Male,339.43314
Europe,2015,Female,353.41168
South-East Asia,2007,Female,521.57489
Europe,2021,Male,352.09805
Americas,2010,Male,509.755
Europe,2002,Female,917.30084
Africa,2013,Male,849.8028
Europe,2013,Female,592.18866
Africa,2004,Female,577.19562
Europe,2008,Male,481.95801
Europe,2010,Male,885.17236
Europe,2000,Female,602.49133
Americas,2008,Female,293.29803
Americas,2016,Male,591.19446
Africa,2010,Male,880.45343
Eastern Mediterranean,2010,Male,726.46887
Europe,2004,Male,536.9021
Africa,2020,Female,312.68967
Africa,2005,Male,783.31256
Europe,2011,Male,442.86377
Africa,2000,Female,482.13589
Africa,2018,Female,560.49438
Western Pacific,2008,Male,1308.71582
Europe,2008,Female,545.21375
Africa,2003,Female,572.14221
Europe,2009,Male,448.39551
Western Pacific,2017,Male,845.45532
Europe,2011,Male,495.91547
Americas,2000,Female,382.23816
Americas,2011,Male,530.02319
Western Pacific,2002,Male,617.45642
Western Pacific,2014,Male,839.80396
Americas,2012,Female,639.15948
Europe,2002,Male,836.44092
Americas,2005,Male,660.75049
Eastern Mediterranean,2000,Female,752.41107
Western Pacific,2010,Male,395.49014
Europe,2010,Female,736.95007
Eastern Mediterranean,2007,Female,473.20654
Europe,2016,Male,750.38861
Western Pacific,2004,Male,429.81262
Americas,2014,Male,589.07043
Africa,2007,Male,496.4184
Western Pacific,2010,Male,1137.12585
Europe,2020,Male,721.03674
Western Pacific,2015,Male,1106.17542
Africa,2015,Male,793.10657
Eastern Mediterranean,2003,Male,758.78522
Africa,2016,Male,532.14417
Americas,2018,Male,754.89661
Africa,2009,Male,756.3913
Eastern Mediterranean,2001,Male,1080.64294
Americas,2019,Male,783.81238
Eastern Mediterranean,2005,Female,547.09167
Eastern Mediterranean,2015,Male,733.17804
Europe,2016,Female,269.02054
Americas,2017,Female,334.71188
Americas,2021,Female,353.16464
Africa,2012,Female,585.68268
Americas,2021,Female,366.14417
Africa,2008,Female,643.53003
Americas,2011,Female,393.62857
Europe,2019,Male,865.55334
Africa,2009,Male,727.95471
Eastern Mediterranean,2011,Male,640.30682
Eastern Mediterranean,2003,Male,1143.90955
Europe,2008,Male,405.08823
Africa,2000,Male,686.30225
Africa,2008,Male,716.22394
Americas,2011,Female,431.86356
Europe,2004,Male,517.60071
Western Pacific,2013,Male,1062.73511
Western Pacific,2008,Male,1208.40295
Americas,2018,Male,844.73096
Africa,2020,Female,464.82507
Europe,2016,Female,271.56305
Africa,2014,Male,700.88007
Europe,2014,Male,409.45486
Europe,2013,Female,267.74097
Western Pacific,2011,Female,642.91016
South-East Asia,2012,Male,815.26086
Americas,2007,Female,564.62347
Europe,2008,Female,301.57861
Africa,2004,Male,661.40741
Americas,2020,Male,398.70413
Africa,2006,Male,448.37387
Europe,2003,Female,472.99551
Europe,2007,Female,489.26703
South-East Asia,2020,Male,408.98782
Americas,2015,Male,788.47223
Western Pacific,2015,Male,1016.96057
Africa,2005,Female,638.12585
Europe,2006,Female,311.39917
Americas,2003,Female,434.05707
Europe,2016,Male,387.44064
South-East Asia,2008,Female,592.10321
Europe,2014,Female,479.45267
Africa,2020,Female,777.30127
Africa,2011,Female,584.76361
Western Pacific,2002,Female,917.50531
Europe,2001,Male,1018.54907
Europe,2011,Male,858.37579
Africa,2019,Male,662.45349
Africa,2012,Male,997.80432
Americas,2020,Male,633.00549
Eastern Mediterranean,2010,Male,625.47174
Americas,2010,Male,468.36456
Eastern Mediterranean,2002,Male,351.87408
South-East Asia,2003,Female,557.81708
Europe,2000,Female,649.19543
Eastern Mediterranean,2005,Female,930.70734
Europe,2004,Female,477.96112
Western Pacific,2015,Female,393.62845
South-East Asia,2001,Male,709.4101
Europe,2000,Female,431.37698
Africa,2002,Male,644.81311
Americas,2000,Male,1004.55072
Western Pacific,2013,Female,484.18018
Americas,2014,Male,618.00262
Europe,2008,Female,303.62601
Africa,2004,Female,744.30048
Eastern Mediterranean,2012,Female,598.02618
Africa,2003,Male,913.66071
Africa,2005,Female,743.65808
Africa,2008,Female,820.11523
Western Pacific,2016,Male,365.06091
Americas,2007,Female,573.97083
Americas,2001,Female,407.60107
Eastern Mediterranean,2017,Female,512.47931
Europe,2013,Male,768.56128
Eastern Mediterranean,2001,Female,658.56982
Africa,2005,Male,567.86615
Africa,2010,Female,484.5274
Europe,2018,Female,450.66309
Western Pacific,2009,Male,1160.89294
Europe,2017,Male,832.92865
Eastern Mediterranean,2005,Male,622.38965
Americas,2014,Female,271.88129
Americas,2010,Female,313.42285
Europe,2003,Male,501.67828
Europe,2015,Female,267.69699
Africa,2016,Female,582.5061
Americas,2018,Female,566.63818
Africa,2005,Male,750.25635
Europe,2002,Female,758.66907
Europe,2018,Male,834.64563
Americas,2012,Male,382.06842
Europe,2015,Male,379.06613
Europe,2000,Male,786.1004
Africa,2006,Female,596.03888
Eastern Mediterranean,2003,Male,1021.68378
South-East Asia,2017,Female,605.19617
Americas,2010,Female,428.64963
Africa,2000,Male,572.78656
Europe,2003,Female,777.46387
Africa,2013,Male,752.05457
Western Pacific,2020,Female,598.71588
Africa,2010,Male,809.85321
Americas,2010,Male,622.55725
Americas,2016,Female,306.06836
Europe,2008,Male,482.06735
Eastern Mediterranean,2011,Female,271.50845
Europe,2016,Male,632.89569
Europe,2004,Male,1315.83215
Africa,2016,Male,794.56543
Europe,2016,Male,989.26489
Europe,2016,Male,624.04645
South-East Asia,2000,Female,413.26285
Americas,2013,Male,491.32529
Americas,2006,Male,515.24988
Africa,2016,Male,651.20923
Western Pacific,2009,Male,844.05035
Europe,2014,Male,457.98032
Africa,2016,Female,457.8569
Americas,2001,Female,416.1228
Europe,2003,Male,701.83447
Europe,2016,Male,446.9202
Eastern Mediterranean,2014,Male,581.85577
Eastern Mediterranean,2010,Male,985.00714
Americas,2021,Female,390.90738
Americas,2013,Male,545.38312
Europe,2004,Male,545.69067
Western Pacific,2006,Male,521.10175
Americas,2000,Male,704.70178
Europe,2009,Male,1098.07483
Europe,2006,Female,336.49814
Africa,2004,Male,862.84839
South-East Asia,2014,Female,507.84283
Africa,2009,Male,711.2597
Europe,2008,Male,640.6792
Americas,2015,Female,305.48587
Americas,2003,Female,581.6048
Europe,2001,Female,705.14124
Europe,2003,Male,509.16397
Americas,2011,Male,524.06091
Africa,2001,Female,787.73718
Africa,2004,Male,568.24915
Africa,2012,Male,811.17749
Africa,2011,Female,634.91394
Europe,2015,Male,417.56686
Eastern Mediterranean,2005,Male,492.50473
Africa,2000,Male,740.01019
Africa,2012,Female,545.92749
Europe,2017,Female,434.0993
Americas,2001,Female,344.48959
Europe,2020,Female,503.88385
Western Pacific,2008,Female,474.62753
Africa,2006,Female,607.13373
Africa,2012,Female,576.92993
Africa,2009,Female,562.29999
Western Pacific,2005,Female,752.13269
Europe,2012,Male,679.93683
Americas,2011,Male,444.66675
Europe,2014,Female,272.84332
Europe,2018,Male,341.83051
Western Pacific,2014,Male,746.4856
Americas,2020,Male,490.84729
Africa,2020,Male,590.24707
South-East Asia,2008,Male,752.20551
Americas,2004,Female,350.37109
Europe,2008,Male,509.94443
Americas,2002,Male,443.60587
Eastern Mediterranean,2000,Female,701.43073
Europe,2011,Male,662.15485
Americas,2001,Female,392.46344
Europe,2020,Male,380.36572
Africa,2009,Male,593.80225
Africa,2007,Female,531.24207
Europe,2002,Male,689.80859
Western Pacific,2004,Male,402.35791
Europe,2018,Female,267.59326
Africa,2014,Female,627.46423
Europe,2001,Female,760.15143
Americas,2011,Female,362.36627
Africa,2002,Male,676.67633
Europe,2003,Female,388.08353
Western Pacific,2005,Male,873.56647
Eastern Mediterranean,2014,Female,503.97711
Americas,2002,Female,592.85938
Americas,2008,Female,376.53064
Africa,2019,Female,540.52588
Western Pacific,2012,Female,879.62537
Africa,2019,Male,697.10614
Europe,2009,Female,366.10956
Americas,2009,Male,538.15662
Eastern Mediterranean,2018,Male,715.00403
Americas,2006,Male,596.29858
Africa,2008,Male,842.39874
Americas,2020,Female,363.36343
Eastern Mediterranean,2001,Male,555.31738
Africa,2008,Male,891.66547
Americas,2001,Female,429.32547
Americas,2021,Male,589.78912
Americas,2013,Female,268.50601
Eastern Mediterranean,2021,Male,404.27768
Western Pacific,2006,Female,480.68808
Western Pacific,2006,Male,840.98517
South-East Asia,2007,Male,774.9527
Americas,2006,Female,470.54456
Africa,2002,Male,762.81006
Eastern Mediterranean,2004,Female,418.30527
Western Pacific,2001,Female,819.44922
Americas,2012,Female,252.11368
Americas,2002,Female,430.47745
Western Pacific,2005,Female,897.91229
Africa,2002,Male,646.53754
Americas,2017,Male,550.61206
Americas,2021,Female,445.92563
Africa,2020,Male,753.67139
Africa,2006,Male,1043.71716
Americas,2006,Female,595.66809
Europe,2008,Male,1187.32251
Europe,2000,Male,581.3158
Europe,2019,Male,350.98676
Africa,2004,Male,792.47931
Western Pacific,2015,Female,290.41711
Americas,2014,Female,540.09259
Europe,2000,Male,1040.86084
Western Pacific,2002,Male,1334.20947
South-East Asia,2019,Female,368.5369
Americas,2012,Female,306.28839
Africa,2008,Male,825.39557
Europe,2010,Female,428.69922
Eastern Mediterranean,2021,Female,356.07288
Europe,2010,Male,383.39453
Europe,2002,Female,515.99573
Western Pacific,2007,Male,816.24658
Europe,2005,Female,684.54858
Eastern Mediterranean,2004,Male,672.1756
Eastern Mediterranean,2017,Male,472.53195
Africa,2010,Male,729.0249
Africa,2000,Female,576.32098
Africa,2018,Male,720.65778
Africa,2007,Male,764.24017
Americas,2010,Female,482.91205
Europe,2013,Female,283.58374
Eastern Mediterranean,2003,Male,645.34045
Africa,2021,Male,459.87579
Europe,2012,Male,1023.40887
Americas,2003,Female,365.09961
Americas,2016,Female,346.94739
Eastern Mediterranean,2003,Female,640.95746
Africa,2013,Male,694.08783
Africa,2003,Female,601.99957
Africa,2011,Male,535.59589
Americas,2018,Male,453.76208
Eastern Mediterranean,2000,Female,955.56049
Eastern Mediterranean,2013,Male,465.51175
Eastern Mediterranean,2002,Female,703.85974
Africa,2010,Male,890.63568
Americas,2007,Female,345.01608
Europe,2012,Female,290.46463
Europe,2018,Female,390.65369
Americas,2007,Female,463.30591
Africa,2000,Male,787.34387
Europe,2007,Male,1011.38849
Americas,2004,Male,682.81897
Western Pacific,2021,Female,255.03593
Europe,2000,Male,707.84351
Africa,2021,Male,580.91919
Africa,2008,Female,363.02628
Eastern Mediterranean,2010,Female,790.37927
Europe,2007,Female,474.32968
Europe,2005,Female,628.98615
Americas,2011,Male,596.0047
Africa,2012,Female,756.9726
Africa,2021,Female,676.33258
Africa,2019,Male,663.12848
Eastern Mediterranean,2016,Female,667.80725
Eastern Mediterranean,2020,Female,399.84686
Europe,2012,Female,415.45142
Americas,2011,Female,525.08722
Americas,2008,Male,641.95782
Europe,2009,Female,404.05609
South-East Asia,2005,Male,736.70331
Americas,2000,Female,342.15421
Europe,2011,Female,450.39139
Europe,2002,Male,557.53467
Europe,2002,Male,527.52997
Africa,2003,Female,650.01825
Africa,2001,Male,745.70197
Eastern Mediterranean,2001,Male,350.9809
Eastern Mediterranean,2016,Female,674.86334
Africa,2015,Female,802.52307
Eastern Mediterranean,2002,Male,504.74951
Europe,2007,Male,908.76965
Africa,2016,Male,997.73914
Western Pacific,2008,Female,253.77354
Western Pacific,2007,Male,834.70923
Europe,2005,Female,271.71255
South-East Asia,2021,Male,484.94052
Western Pacific,2015,Female,748.0484
Americas,2015,Male,603.17438
Americas,2008,Male,498.31113
Africa,2021,Male,752.32574
Africa,2003,Male,771.42157
Eastern Mediterranean,2014,Male,338.63831
Western Pacific,2001,Female,871.14435
Africa,2007,Female,586.63385
Europe,2020,Female,471.01608
South-East Asia,2010,Male,533.23181
Americas,2009,Male,1379.6532
Europe,2018,Male,349.22552
Africa,2000,Female,606.8028
Americas,2019,Female,338.48746
Africa,2012,Female,556.58112
Eastern Mediterranean,2021,Male,720.35571
Europe,2012,Male,708.69464
Americas,2009,Male,865.01135
Europe,2013,Female,393.2197
Europe,2009,Male,703.37158
Europe,2020,Male,346.19568
Africa,2014,Female,448.65015
Europe,2014,Male,677.13422
Europe,2021,Male,871.92389
Africa,2017,Male,480.85959
South-East Asia,2003,Male,606.69916
Western Pacific,2014,Female,174.71942
Africa,2006,Female,442.23346
Americas,2010,Female,430.92456
South-East Asia,2003,Female,674.91016
Eastern Mediterranean,2001,Female,569.83368
Africa,2015,Female,554.9082
