Country,Year,Sex,NCD_Mortality_Rate
Americas,2018,Female,388.97809
Western Pacific,2019,Female,618.2193
Africa,2019,Male,522.36163
Americas,2002,Female,483.92706
Americas,2010,Male,477.6337
Africa,2006,Male,984.1759
Western Pacific,2003,Male,891.89246
Americas,2005,Male,645.24091
Eastern Mediterranean,2007,Female,669.4035
Africa,2012,Female,650.73199
Americas,2017,Male,653.27368
Eastern Mediterranean,2008,Male,610.84375
South-East Asia,2016,Female,561.0863
Europe,2017,Female,244.70323
Western Pacific,2000,Male,916.25256
Americas,2001,Male,619.2337
Europe,2017,Male,719.1507
Americas,2002,Female,502.05991
South-East Asia,2016,Female,459.18146
Western Pacific,2019,Female,591.09961
Americas,2012,Male,712.39868
Western Pacific,2013,Male,1125.59094
Eastern Mediterranean,2003,Female,697.13953
Europe,2001,Female,458.2973
Eastern Mediterranean,2008,Female,775.38348
Africa,2008,Male,760.73242
Americas,2021,Female,459.33023
Africa,2013,Female,626.46655
Western Pacific,2020,Female,843.93573
Americas,2018,Male,597.09332
South-East Asia,2013,Male,428.33243
South-East Asia,2020,Male,840.69116
Europe,2013,Female,307.4744
Eastern Mediterranean,2018,Male,693.47565
Africa,2011,Male,975.17743
Eastern Mediterranean,2010,Female,298.11084
Americas,2014,Male,475.21735
Africa,2018,Male,545.35095
Africa,2016,Female,746.63123
Americas,2006,Male,585.8783
Europe,2002,Female,754.47491
Europe,2017,Male,336.68558
Africa,2011,Female,686.29596
Africa,2000,Female,540.14282
Africa,2014,Male,907.15295
Western Pacific,2002,Female,712.76233
Africa,2013,Male,495.11539
Africa,2000,Female,571.5943
Europe,2008,Female,513.10742
Europe,2016,Female,222.29057
Europe,2010,Male,791.57867
Europe,2005,Female,303.18503
Americas,2016,Female,244.7179
Africa,2005,Male,498.0596
Americas,2020,Female,366.47357
Africa,2012,Female,578.02582
Africa,2007,Female,530.76727
Africa,2018,Male,761.63098
Europe,2007,Male,1357.87952
Eastern Mediterranean,2011,Male,719.82635
Eastern Mediterranean,2005,Female,502.35745
Europe,2008,Male,451.7822
Africa,2003,Female,375.07578
Western Pacific,2016,Female,189.33798
Americas,2015,Female,406.26102
Americas,2005,Female,449.16107
Europe,2012,Female,293.45642
South-East Asia,2014,Male,746.91272
Africa,2010,Female,563.50897
Africa,2021,Male,731.26324
Western Pacific,2002,Female,869.12122
Americas,2008,Male,610.67731
Americas,2004,Female,361.80402
Western Pacific,2012,Male,702.22986
Americas,2013,Female,471.99597
Americas,2011,Male,543.49286
Africa,2008,Male,532.05499
Western Pacific,2011,Female,881.18097
Africa,2018,Female,565.75848
Europe,2012,Female,491.61664
Western Pacific,2021,Male,860.51147
Africa,2005,Male,871.11163
Eastern Mediterranean,2011,Female,398.89148
Europe,2006,Male,1263.21179
Africa,2003,Female,837.65363
Americas,2004,Female,312.76331
Eastern Mediterranean,2019,Female,600.94397
Europe,2011,Female,592.90521
Eastern Mediterranean,2008,Female,1029.47205
Western Pacific,2017,Male,786.88934
Europe,2014,Male,448.37912
Europe,2007,Female,697.18738
Americas,2002,Female,469.14636
Western Pacific,2015,Male,824.07764
Europe,2018,Male,427.10193
Africa,2017,Female,581.57269
Eastern Mediterranean,2016,Male,622.3252
Africa,2011,Female,368.83627
Americas,2013,Male,270.33438
Africa,2003,Male,880.12299
Europe,2005,Female,587.42566
Europe,2017,Male,422.88968
Europe,2014,Female,343.07251
Americas,2019,Female,520.55823
Africa,2013,Male,649.94751
Europe,2011,Male,452.52875
Europe,2014,Female,567.32886
South-East Asia,2012,Male,655.6424
Europe,2003,Male,569.70654
Eastern Mediterranean,2015,Female,678.59698
Europe,2006,Male,449.35342
Western Pacific,2019,Male,269.46289
Europe,2011,Female,244.52583
Africa,2021,Male,585.84119
Americas,2018,Female,473.84274
Europe,2005,Male,848.6665
Americas,2012,Male,458.57349
Africa,2016,Female,876.3739
Americas,2021,Male,535.63269
Eastern Mediterranean,2000,Female,579.84442
Eastern Mediterranean,2007,Female,415.16061
Europe,2015,Female,287.48477
Eastern Mediterranean,2014,Female,687.69666
Africa,2009,Male,853.4162
Americas,2017,Male,387.40198
Eastern Mediterranean,2013,Male,350.06656
Africa,2018,Male,701.7171
Europe,2019,Female,250.33418
Africa,2012,Female,582.46124
South-East Asia,2020,Female,502.43384
Americas,2000,Female,321.00641
Europe,2005,Male,1298.18958
Americas,2006,Female,335.12927
Eastern Mediterranean,2012,Male,446.98474
Africa,2003,Female,662.97284
Americas,2010,Male,552.63098
Africa,2014,Male,612.77911
South-East Asia,2018,Female,371.08115
Africa,2021,Female,474.02069
Europe,2002,Female,350.32355
Africa,2012,Female,728.69409
South-East Asia,2005,Female,465.03027
Africa,2019,Male,712.71649
Africa,2017,Female,549.74237
Africa,2009,Female,639.42419
Western Pacific,2021,Male,1060.39514
Europe,2008,Female,394.37726
Americas,2004,Female,423.92609
Africa,2017,Male,716.85034
Europe,2008,Male,661.45776
Americas,2005,Female,308.86685
Africa,2007,Female,602.26544
Western Pacific,2013,Female,852.7157
Africa,2007,Male,800.72711
Europe,2012,Male,612.48901
Europe,2018,Female,260.36795
Africa,2001,Female,597.79785
Western Pacific,2007,Female,472.35251
Eastern Mediterranean,2008,Female,658.46698
Africa,2002,Male,872.3399
Africa,2000,Female,403.37665
Americas,2005,Female,300.21118
Western Pacific,2000,Female,778.59619
Eastern Mediterranean,2007,Female,387.41733
Americas,2017,Male,441.85422
South-East Asia,2001,Male,735.48621
Americas,2003,Female,398.0881
Europe,2008,Female,257.56757
Eastern Mediterranean,2010,Female,509.78699
Africa,2005,Female,573.67883
Eastern Mediterranean,2018,Female,502.80548
Europe,2011,Male,851.28894
Africa,2006,Female,560.55243
Europe,2000,Female,332.44495
Americas,2004,Male,687.91382
Eastern Mediterranean,2010,Female,539.67059
Africa,2009,Male,775.40985
Europe,2015,Female,295.16522
Africa,2015,Female,600.20056
Europe,2003,Female,1181.26379
Americas,2020,Female,333.68399
Americas,2000,Male,561.45593
Americas,2017,Female,499.47363
South-East Asia,2008,Male,529.2099
South-East Asia,2017,Male,526.54565
Eastern Mediterranean,2021,Female,678.19501
Americas,2014,Male,265.55032
Americas,2007,Female,331.50165
Africa,2018,Female,600.04895
Western Pacific,2008,Male,1077.92603
Western Pacific,2008,Male,1143.24768
Europe,2012,Male,1043.72534
Americas,2005,Male,592.70697
Eastern Mediterranean,2007,Male,527.42468
Europe,2006,Female,330.03369
South-East Asia,2002,Male,592.06366
Africa,2017,Female,591.01666
Americas,2009,Female,391.93997
Eastern Mediterranean,2014,Female,672.78271
Africa,2006,Male,754.35187
Americas,2015,Female,509.24985
Africa,2019,Female,437.74249
Americas,2013,Male,642.12732
Africa,2003,Male,691.25897
Western Pacific,2017,Male,1255.06775
Western Pacific,2013,Male,854.91406
Africa,2020,Female,511.12842
Europe,2018,Female,392.45401
Europe,2001,Male,762.97125
Africa,2021,Male,798.49695
Eastern Mediterranean,2016,Male,375.24524
Africa,2017,Female,599.38696
Africa,2016,Female,445.07593
Africa,2005,Female,555.01941
Eastern Mediterranean,2004,Female,477.35559
Africa,2011,Male,789.49194
Europe,2012,Female,537.099
Africa,2005,Male,665.91406
Americas,2006,Female,497.78812
Americas,2021,Female,389.29929
Africa,2002,Female,619.97021
Americas,2007,Male,396.55606
South-East Asia,2005,Female,513.69702
Europe,2017,Female,486.02072
Africa,2013,Female,546.81512
Africa,2009,Male,523.59833
Africa,2003,Female,692.8277
Western Pacific,2011,Female,860.09106
Africa,2017,Female,602.3584
Africa,2006,Male,805.81427
Americas,2006,Male,565.21649
Eastern Mediterranean,2009,Female,408.20102
Western Pacific,2007,Female,260.52621
Eastern Mediterranean,2016,Male,464.82803
Americas,2011,Male,624.02954
Africa,2015,Male,750.64819
Europe,2015,Female,424.13791
Eastern Mediterranean,2016,Male,344.08612
Europe,2016,Female,258.39914
Africa,2013,Female,602.16193
Eastern Mediterranean,2007,Male,690.26923
Africa,2018,Female,952.90063
Africa,2017,Female,805.52209
Americas,2010,Female,348.54178
Africa,2014,Male,491.68494
Western Pacific,2007,Female,622.67841
Africa,2007,Female,557.1488
Europe,2014,Female,546.39819
Africa,2001,Female,581.0968
Africa,2019,Male,569.54047
Americas,2001,Male,596.61206
Eastern Mediterranean,2009,Male,985.52698
Africa,2002,Female,619.66681
Europe,2007,Female,545.95605
Africa,2017,Female,668.11908
Eastern Mediterranean,2000,Male,619.6496
South-East Asia,2000,Female,783.57288
Western Pacific,2008,Male,825.70404
Western Pacific,2013,Male,1292.50366
Americas,2002,Male,807.01471
Americas,2005,Female,489.05954
Eastern Mediterranean,2019,Male,645.8764
Africa,2002,Female,442.37759
Africa,2000,Female,943.12256
Europe,2010,Male,1045.30261
Western Pacific,2007,Male,404.21503
South-East Asia,2008,Male,723.95227
Africa,2009,Male,790.45477
Europe,2001,Female,886.17664
Europe,2007,Female,302.28836
Americas,2014,Male,410.31177
Eastern Mediterranean,2006,Female,329.38214
South-East Asia,2006,Female,733.96973
Europe,2006,Male,480.95526
Africa,2004,Male,665.3764
Africa,2005,Female,371.67508
Americas,2003,Male,497.17542
South-East Asia,2009,Male,460.50323
Africa,2001,Male,798.30011
Western Pacific,2006,Female,297.60403
Europe,2012,Female,285.07748
Europe,2021,Male,427.88351
Americas,2020,Male,638.02209
Europe,2016,Male,641.77258
Eastern Mediterranean,2013,Female,569.03461
Europe,2003,Male,702.31744
Africa,2004,Female,499.07059
Africa,2011,Male,706.61584
Eastern Mediterranean,2007,Female,833.40118
Eastern Mediterranean,2017,Male,430.00388
Western Pacific,2005,Male,364.91998
Eastern Mediterranean,2017,Female,431.31961
South-East Asia,2000,Male,783.27374
Africa,2005,Male,822.82306
South-East Asia,2000,Female,491.11276
Western Pacific,2002,Male,945.80487
Americas,2012,Male,838.28558
Africa,2011,Female,673.62225
South-East Asia,2013,Male,607.76099
Eastern Mediterranean,2002,Male,642.50842
Europe,2006,Male,721.38092
Europe,2006,Male,837.67175
Africa,2003,Female,622.78027
Eastern Mediterranean,2017,Female,331.42728
Africa,2005,Male,717.16614
Americas,2021,Male,626.00208
Europe,2020,Male,860.10193
Europe,2015,Male,393.09973
Americas,2005,Male,650.18628
Africa,2009,Male,447.58487
Western Pacific,2000,Female,429.7428
Eastern Mediterranean,2015,Male,771.72766
Western Pacific,2008,Female,893.71942
Western Pacific,2018,Female,170.82974
Europe,2018,Male,354.43088
Europe,2015,Male,747.8399
Eastern Mediterranean,2019,Female,371.99139
Western Pacific,2019,Female,826.37451
South-East Asia,2018,Female,575.0448
Africa,2015,Male,542.52686
Eastern Mediterranean,2015,Male,707.82648
Eastern Mediterranean,2003,Male,425.16498
South-East Asia,2015,Male,590.95264
Eastern Mediterranean,2014,Female,516.65198
Western Pacific,2001,Male,599.1059
Africa,2006,Female,675.71362
Europe,2000,Male,593.40222
Western Pacific,2009,Male,386.36859
Africa,2004,Female,535.85986
Americas,2008,Female,562.01514
Eastern Mediterranean,2021,Female,476.9458
Europe,2015,Female,463.18607
Africa,2007,Male,574.42505
Africa,2005,Female,729.65491
Europe,2009,Female,514.67218
Africa,2016,Male,690.98761
Europe,2009,Female,449.3085
South-East Asia,2013,Female,453.60535
Europe,2013,Male,881.91571
Africa,2004,Male,837.92584
Africa,2013,Male,727.57635
Western Pacific,2016,Male,1098.87976
Africa,2007,Female,513.21167
Europe,2005,Female,471.14972
South-East Asia,2001,Male,698.4118
Africa,2019,Male,1231.66003
Europe,2016,Male,403.2424
Europe,2002,Male,634.79858
Africa,2011,Male,806.40686
Europe,2002,Female,359.11447
Western Pacific,2013,Male,529.487
Europe,2006,Female,1095.51147
Americas,2019,Female,540.7243
Europe,2015,Male,904.76733
Eastern Mediterranean,2010,Female,402.95065
Europe,2004,Female,314.24771
Europe,2014,Male,393.45401
Africa,2010,Male,795.28082
Europe,2007,Male,738.13177
Americas,2014,Female,404.02798
Europe,2014,Female,387.38568
Americas,2017,Female,342.68243
Europe,2008,Male,999.00739
Africa,2004,Male,749.21765
Europe,2019,Female,593.78943
Europe,2000,Male,552.28564
Africa,2007,Male,781.83203
Eastern Mediterranean,2005,Male,650.88354
Africa,2010,Male,750.16736
Eastern Mediterranean,2012,Female,674.42908
Western Pacific,2009,Male,413.1315
Americas,2006,Female,330.89017
Europe,2009,Female,309.81119
Europe,2005,Female,267.2901
Western Pacific,2013,Female,213.48572
Europe,2021,Male,334.20636
Eastern Mediterranean,2002,Female,1082.9165
Eastern Mediterranean,2007,Male,875.78174
Europe,2006,Male,536.1059
Eastern Mediterranean,2000,Female,722.57513
Eastern Mediterranean,2008,Male,1001.87476
Europe,2007,Female,551.94446
Eastern Mediterranean,2020,Female,267.04861
Europe,2004,Female,320.36334
Eastern Mediterranean,2004,Female,740.55725
Americas,2006,Female,403.18481
Africa,2011,Female,436.12781
Africa,2014,Male,712.54108
Africa,2010,Male,519.29291
Europe,2007,Male,834.12238
Western Pacific,2003,Female,587.78528
Africa,2003,Male,821.2677
Americas,2002,Male,680.01855
Americas,2010,Male,1309.07397
Africa,2003,Male,782.21527
Europe,2013,Male,932.97125
Americas,2008,Male,844.70093
Western Pacific,2005,Female,733.4848
Americas,2001,Male,478.63516
Eastern Mediterranean,2016,Male,630.1983
Africa,2013,Female,474.65097
Europe,2011,Female,284.90698
Americas,2002,Male,519.88599
Europe,2015,Female,573.13086
Africa,2003,Female,625.24609
South-East Asia,2009,Female,545.66144
Europe,2000,Male,895.74609
Europe,2008,Female,318.69431
Americas,2007,Male,496.79605
Eastern Mediterranean,2001,Male,631.3988
Europe,2019,Male,402.28275
Africa,2010,Female,515.87097
Americas,2003,Male,493.23398
Europe,2006,Female,551.88904
Europe,2016,Female,235.11322
Western Pacific,2006,Male,353.42087
Africa,2005,Female,429.67041
Eastern Mediterranean,2005,Male,1126.11121
Americas,2007,Male,518.01935
Americas,2009,Male,482.59488
Europe,2020,Male,945.27698
Americas,2013,Female,239.05511
Europe,2012,Female,414.26138
Western Pacific,2012,Female,904.80859
Eastern Mediterranean,2010,Female,507.68787
Europe,2019,Male,393.80533
Europe,2020,Female,494.56183
Europe,2002,Male,1368.7959
Western Pacific,2015,Male,844.33929
Europe,2018,Female,253.3116
South-East Asia,2007,Female,382.06476
Europe,2002,Male,984.57141
Western Pacific,2007,Female,273.34698
Europe,2011,Male,369.50577
Africa,2005,Male,565.91827
Eastern Mediterranean,2013,Female,610.0661
Africa,2015,Male,653.22327
Americas,2004,Female,299.21378
Eastern Mediterranean,2019,Female,491.28638
Africa,2006,Male,597.2547
Africa,2012,Female,677.75964
Americas,2020,Female,555.95837
Europe,2008,Male,436.82144
Western Pacific,2007,Male,577.7738
Africa,2002,Male,967.47333
South-East Asia,2002,Male,907.76697
Europe,2005,Male,431.19672
Africa,2015,Male,610.29803
Europe,2003,Male,475.10416
Western Pacific,2009,Male,684.18585
Europe,2011,Female,517.01984
Eastern Mediterranean,2013,Female,718.46729
Americas,2000,Female,388.10059
Africa,2018,Female,464.32675
Africa,2020,Male,1208.75464
Western Pacific,2003,Male,1163.80066
Africa,2016,Male,656.46387
Americas,2016,Male,812.83093
Europe,2001,Female,298.72647
Americas,2000,Female,344.02853
Americas,2007,Male,619.95886
Africa,2008,Female,604.19238
Europe,2020,Female,498.86993
Western Pacific,2005,Male,974.93005
Americas,2008,Female,354.11023
Africa,2009,Male,720.23309
Americas,2011,Male,490.52112
Europe,2006,Female,254.21776
Western Pacific,2012,Female,431.02686
Europe,2000,Female,507.95413
Africa,2013,Male,722.61206
Western Pacific,2005,Male,448.14001
Americas,2003,Male,519.1333
Americas,2006,Male,566.7738
Western Pacific,2005,Male,383.2355
Europe,2019,Male,434.45255
Americas,2019,Female,387.83063
Americas,2004,Male,526.90985
Europe,2008,Male,1140.77588
Africa,2000,Female,870.51691
Western Pacific,2007,Female,493.34271
Americas,2000,Female,611.19257
Americas,2002,Female,409.84546
Europe,2015,Male,800.55261
Americas,2018,Male,515.84161
Americas,2015,Male,541.90552
Africa,2021,Female,724.7052
Africa,2016,Male,1218.4585
Europe,2014,Female,462.21027
Americas,2007,Male,523.29285
Eastern Mediterranean,2008,Female,623.34778
Americas,2018,Female,613.85773
South-East Asia,2010,Female,487.31256
South-East Asia,2006,Female,520.72565
Europe,2018,Female,529.28668
Eastern Mediterranean,2004,Female,690.6485
Americas,2007,Female,412.69891
South-East Asia,2003,Male,718.45581
Eastern Mediterranean,2019,Female,686.30463
Africa,2014,Female,594.13318
Africa,2012,Male,595.22424
Europe,2016,Female,537.49689
Europe,2000,Female,368.35092
Americas,2012,Female,353.78058
Africa,2006,Male,811.22729
Eastern Mediterranean,2009,Female,523.25458
Western Pacific,2017,Female,426.70932
Africa,2004,Male,794.95044
Europe,2007,Male,659.05457
Africa,2012,Male,798.70203
Americas,2011,Female,345.01019
Western Pacific,2021,Female,169.66103
Americas,2020,Male,598.92395
South-East Asia,2011,Female,493.5188
Eastern Mediterranean,2003,Female,435.32568
Europe,2000,Female,343.46243
Western Pacific,2016,Female,853.08777
Europe,2009,Female,292.97977
Americas,2015,Female,459.08911
Africa,2000,Male,677.31488
Eastern Mediterranean,2011,Female,398.81937
Europe,2007,Female,317.89365
Eastern Mediterranean,2014,Male,398.55981
Europe,2000,Female,736.40479
Europe,2010,Female,502.7778
Eastern Mediterranean,2014,Female,476.70862
South-East Asia,2003,Female,462.24585
Africa,2020,Female,653.94696
Americas,2000,Male,544.24359
Africa,2006,Male,628.96692
Eastern Mediterranean,2015,Female,466.26208
South-East Asia,2017,Male,582.29224
Africa,2006,Male,562.95813
Europe,2017,Male,900.47278
Europe,2012,Female,310.0293
Africa,2003,Female,426.43436
Western Pacific,2009,Male,860.59735
Africa,2002,Male,647.65161
Europe,2007,Female,434.48029
Americas,2016,Female,453.7933
Western Pacific,2012,Male,1294.25549
Western Pacific,2014,Female,202.51836
Americas,2001,Male,686.03656
Americas,2013,Female,440.10239
Africa,2006,Male,717.20514
Africa,2009,Male,670.6825
Africa,2008,Female,708.5224
Europe,2011,Male,997.12518
Africa,2004,Female,636.0152
Europe,2020,Male,311.09705
Americas,2012,Male,660.95819
Africa,2010,Female,584.29688
Europe,2010,Male,434.18796
Europe,2009,Female,293.70804
Africa,2004,Female,591.06372
Western Pacific,2017,Female,385.03366
Europe,2009,Male,535.59851
Africa,2007,Male,808.638
Americas,2020,Male,639.42493
Eastern Mediterranean,2014,Male,706.69354
Africa,2005,Male,594.37927
Eastern Mediterranean,2006,Male,542.91675
Western Pacific,2019,Female,445.31897
Eastern Mediterranean,2019,Male,615.00177
Africa,2020,Female,916.48853
Europe,2013,Female,401.01556
Western Pacific,2018,Male,805.3446
Europe,2010,Female,253.00941
Eastern Mediterranean,2002,Male,682.04053
Africa,2005,Male,713.14307
Americas,2006,Male,666.263
Africa,2017,Male,795.15179
Americas,2018,Female,582.22156
Europe,2000,Female,533.30237
Eastern Mediterranean,2009,Female,723.90131
Western Pacific,2011,Male,825.96179
Europe,2005,Male,1364.86218
Americas,2015,Male,831.92798
Western Pacific,2020,Female,883.29633
Eastern Mediterranean,2005,Female,389.61783
Americas,2020,Female,261.83337
Americas,2004,Female,385.5798
Africa,2012,Male,709.86938
Europe,2006,Female,541.3161
Africa,2016,Female,662.32129
Eastern Mediterranean,2021,Female,563.42151
Africa,2000,Male,740.28497
Americas,2002,Male,658.78912
Americas,2001,Male,811.70667
Europe,2006,Female,753.94525
Americas,2018,Female,451.53757
Western Pacific,2014,Female,204.34811
Europe,2014,Female,561.4964
South-East Asia,2002,Male,709.0943
Americas,2001,Male,700.36932
Americas,2013,Male,462.61423
Europe,2015,Male,950.66272
Africa,2001,Male,745.99109
Eastern Mediterranean,2015,Male,572.99854
South-East Asia,2011,Female,639.33765
Europe,2017,Female,517.12628
Africa,2017,Female,564.5072
Europe,2003,Male,1017.98718
South-East Asia,2004,Female,540.12653
Western Pacific,2003,Female,913.93939
Europe,2014,Female,577.14282
Eastern Mediterranean,2000,Male,541.48041
Eastern Mediterranean,2018,Male,930.63983
Americas,2000,Male,495.29156
Europe,2010,Male,1126.07617
Western Pacific,2013,Male,1160.22864
Europe,2016,Male,450.04324
Americas,2004,Female,410.06635
Africa,2018,Female,537.15668
Europe,2008,Female,382.15005
Americas,2010,Female,604.47595
Eastern Mediterranean,2005,Female,404.38104
Africa,2002,Male,837.84698
Europe,2012,Male,423.44583
Americas,2020,Female,373.95044
Europe,2021,Female,399.98175
Europe,2018,Male,412.10638
Western Pacific,2003,Female,523.76929
Eastern Mediterranean,2019,Female,627.25085
Western Pacific,2014,Female,490.50119
Western Pacific,2006,Female,255.22574
Africa,2000,Male,642.60162
Western Pacific,2001,Female,313.5408
Eastern Mediterranean,2007,Male,726.35297
Americas,2021,Male,404.74841
Africa,2016,Male,630.20325
Americas,2006,Male,566.33289
Africa,2004,Female,573.16785
Eastern Mediterranean,2004,Male,583.18469
South-East Asia,2011,Male,529.74097
Eastern Mediterranean,2009,Male,501.73828
Africa,2012,Female,474.91599
Europe,2007,Male,444.86301
Eastern Mediterranean,2008,Male,712.55627
Western Pacific,2004,Female,332.90851
Eastern Mediterranean,2009,Male,497.0535
Europe,2004,Male,528.422
Africa,2016,Female,585.73187
Africa,2019,Female,605.02814
Eastern Mediterranean,2014,Male,339.36734
Americas,2000,Female,561.71637
Europe,2017,Male,432.73611
Africa,2020,Male,726.32178
Europe,2005,Female,541.74463
Africa,2009,Male,889.98163
Americas,2018,Female,452.28745
Europe,2008,Female,476.16721
Western Pacific,2004,Male,935.51599
Eastern Mediterranean,2004,Male,541.74438
Africa,2011,Female,601.66211
Europe,2018,Male,363.31229
Western Pacific,2009,Male,597.95935
Western Pacific,2008,Female,485.48599
Africa,2021,Male,900.06818
Americas,2013,Male,711.44495
Western Pacific,2012,Male,546.65045
Americas,2002,Female,386.38525
Africa,2014,Female,585.23645
Europe,2012,Female,386.81693
Eastern Mediterranean,2018,Female,377.19785
Americas,2009,Female,472.63861
Africa,2018,Male,508.09665
Europe,2017,Male,680.78589
Americas,2018,Male,433.49152
Africa,2005,Female,667.96478
Eastern Mediterranean,2013,Female,504.95639
Africa,2001,Female,622.33893
Americas,2012,Male,532.36621
Africa,2005,Female,587.94446
Africa,2005,Male,569.7818
Western Pacific,2001,Female,207.87469
Western Pacific,2010,Female,468.46936
Europe,2018,Male,635.78687
Africa,2008,Female,599.74176
Western Pacific,2017,Male,832.69745
Europe,2010,Male,934.85803
Americas,2008,Male,551.47382
Western Pacific,2005,Male,836.29718
Africa,2019,Female,610.42346
Western Pacific,2017,Male,339.87805
Americas,2005,Female,445.05582
Europe,2014,Female,295.44391
Africa,2005,Female,426.87979
Americas,2006,Male,647.00171
Europe,2012,Male,469.09091
Eastern Mediterranean,2016,Female,336.85214
Europe,2011,Female,285.94189
Eastern Mediterranean,2002,Female,439.25159
Americas,2011,Female,439.71204
Americas,2005,Female,594.17523
Eastern Mediterranean,2000,Male,1072.51782
Eastern Mediterranean,2009,Female,789.49493
Africa,2004,Female,644.33948
Africa,2021,Female,539.71106
Americas,2019,Male,396.61258
Africa,2017,Male,502.25339
Europe,2008,Male,865.69629
Africa,2007,Male,740.51868
Africa,2015,Male,740.44495
Americas,2021,Male,342.52725
Africa,2010,Female,565.07434
Americas,2018,Female,412.14084
Eastern Mediterranean,2021,Male,635.67529
Africa,2009,Female,868.86664
Americas,2001,Female,493.48096
Western Pacific,2014,Female,406.0896
Europe,2004,Male,739.40723
Africa,2021,Male,680.11249
Europe,2010,Female,273.27347
Eastern Mediterranean,2014,Male,573.29755
Africa,2008,Female,675.90973
Western Pacific,2012,Female,225.57887
Europe,2007,Female,306.55408
Europe,2017,Male,886.01379
Europe,2011,Female,579.95178
Europe,2016,Female,508.78143
Europe,2020,Female,229.12242
Americas,2003,Female,490.09836
Americas,2000,Female,424.48047
Americas,2017,Female,349.35767
Africa,2009,Male,693.96649
Eastern Mediterranean,2005,Male,1112.45081
Africa,2006,Female,833.50604
Western Pacific,2001,Male,652.40979
Americas,2006,Female,302.90244
Europe,2020,Female,538.4541
Eastern Mediterranean,2021,Male,453.27921
Americas,2010,Male,512.19891
Americas,2011,Female,352.41455
Western Pacific,2009,Female,477.00638
Europe,2014,Female,410.69849
Europe,2010,Male,620.12451
Africa,2003,Male,689.23633
Eastern Mediterranean,2001,Male,975.88678
Africa,2001,Female,572.81543
Europe,2003,Male,554.38934
Europe,2013,Female,280.89029
Africa,2015,Female,558.151
Africa,2013,Female,575.78723
Africa,2012,Male,559.95001
Eastern Mediterranean,2012,Male,361.87943
Africa,2017,Male,647.37939
Americas,2000,Female,354.05264
Eastern Mediterranean,2003,Female,355.89807
Africa,2016,Male,702.78101
Africa,2007,Male,870.62708
Europe,2006,Male,495.32294
Americas,2015,Female,347.92899
Europe,2000,Male,965.00232
Western Pacific,2018,Female,470.31082
Europe,2008,Male,852.03198
Western Pacific,2019,Female,717.87567
Americas,2014,Male,596.01062
Americas,2003,Male,500.35153
Africa,2017,Male,525.32825
Africa,2015,Male,805.37787
Europe,2009,Female,267.40521
Europe,2009,Female,612.40704
Europe,2013,Female,296.76321
South-East Asia,2020,Female,501.8497
Africa,2014,Male,964.02863
Europe,2012,Male,598.56586
Americas,2003,Male,751.37427
Africa,2013,Female,676.40533
Europe,2013,Female,275.55331
Americas,2009,Female,369.94852
Europe,2004,Female,860.06854
Europe,2013,Male,388.46954
Africa,2009,Female,600.6991
Americas,2001,Female,466.28717
Africa,2005,Male,883.17194
Europe,2020,Male,377.71164
Africa,2001,Female,646.68713
Eastern Mediterranean,2009,Female,651.52472
Europe,2014,Female,275.7551
Europe,2006,Male,1208.1239
Europe,2012,Female,563.50317
Americas,2011,Female,622.11212
Africa,2009,Male,751.12677
Western Pacific,2004,Male,1172.8219
Africa,2002,Male,724.0166
Europe,2002,Male,1298.15417
Americas,2000,Male,524.52588
Africa,2020,Male,718.22339
Africa,2020,Male,637.57794
Africa,2009,Male,570.67047
Africa,2010,Male,729.91425
Africa,2016,Male,1134.64795
Europe,2002,Male,1488.98596
Europe,2020,Male,328.32553
Africa,2014,Male,694.22028
Europe,2005,Female,488.38852
Americas,2003,Male,579.21191
Europe,2015,Female,565.98749
Europe,2000,Female,704.31116
Europe,2011,Female,293.6749
Western Pacific,2002,Male,1170.92786
Eastern Mediterranean,2017,Female,603.44531
Europe,2020,Male,332.53232
Europe,2001,Male,559.01996
Europe,2016,Male,408.01511
Africa,2005,Female,484.37436
Europe,2017,Male,982.2345
Americas,2013,Male,844.49109
Europe,2008,Female,302.57651
Western Pacific,2003,Male,710.789
Eastern Mediterranean,2001,Male,689.01849
Eastern Mediterranean,2011,Male,886.84698
Americas,2006,Female,476.11078
Europe,2006,Female,569.01959
Europe,2020,Female,262.03949
Europe,2009,Female,513.79114
Europe,2005,Female,742.55988
Europe,2016,Male,400.83063
Eastern Mediterranean,2004,Male,620.2149
Africa,2013,Male,711.79694
Western Pacific,2010,Male,800.11011
Europe,2021,Male,421.37854
Europe,2017,Male,602.76282
Eastern Mediterranean,2014,Female,563.55225
South-East Asia,2000,Male,734.31781
Eastern Mediterranean,2010,Female,674.02173
Western Pacific,2002,Male,899.73285
Americas,2005,Female,384.87946
Eastern Mediterranean,2004,Male,984.05615
Western Pacific,2014,Male,808.51978
Europe,2006,Female,325.35211
Americas,2012,Male,455.75418
Americas,2015,Male,393.48846
Americas,2004,Male,538.01697
Americas,2019,Female,293.44083
Africa,2002,Male,764.31641
Western Pacific,2013,Male,820.29517
South-East Asia,2010,Male,833.06512
Eastern Mediterranean,2003,Male,658.755
Western Pacific,2018,Male,1238.24915
Western Pacific,2021,Male,825.97534
Americas,2004,Male,532.89917
Africa,2016,Female,630.39917
Western Pacific,2015,Male,364.72012
South-East Asia,2014,Female,461.62979
Americas,2000,Male,659.63348
Europe,2003,Male,561.53607
